sentence,PIE,true_idioms,is_figurative,variant_number,variant_sentence,tokens,tags,tag_ids
"Mit anderen Worten: Wir sind zu 95% sicher, dass wir in den letzten 95% aller Menschen liegen, die jemals geboren werden.",['Mit  anderen  Worten'],[],False,5,"Die Kryptographen hatten stundenlang versucht, die Botschaft mit dem Standard-Vokabular zu entschlüsseln, aber erst als sie eine alternative Chiffrier-Wortliste anwendeten, ergab sich die finale Aussage, mit anderen Worten: Wir sind zu 95% sicher, dass wir in den letzten 95% aller Menschen liegen, die jemals geboren werden.","['Die', 'Kryptographen', 'hatten', 'stundenlang', 'versucht', ',', 'die', 'Botschaft', 'mit', 'dem', 'Standard', '-', 'Vokabular', 'zu', 'entschlüsseln', ',', 'aber', 'erst', 'als', 'sie', 'eine', 'alternative', 'Chiffrier', '-', 'Wortliste', 'anwendeten', ',', 'ergab', 'sich', 'die', 'finale', 'Aussage', ',', 'mit', 'anderen', 'Worten', ':', 'Wir', 'sind', 'zu', '95', '%', 'sicher', ',', 'dass', 'wir', 'in', 'den', 'letzten', '95', '%', 'aller', 'Menschen', 'liegen', ',', 'die', 'jemals', 'geboren', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten, das Buch handelt von Verfahrensweisen für Versammlungen und nicht davon, was „rechtlich zulässig“ ist (d.h. es ist kein juristisches Buch).",['Mit  anderen  Worten'],[],False,1,"Nachdem der Lektor die vorgeschlagenen Synonyme als zu technisch abgelehnt hatte und eine einfachere Umschreibung forderte, versuchte es die Übersetzerin mit anderen Worten, das Buch handelt von Verfahrensweisen für Versammlungen und nicht davon, was „rechtlich zulässig“ ist (d.h. es ist kein juristisches Buch).","['Nachdem', 'der', 'Lektor', 'die', 'vorgeschlagenen', 'Synonyme', 'als', 'zu', 'technisch', 'abgelehnt', 'hatte', 'und', 'eine', 'einfachere', 'Umschreibung', 'forderte', ',', 'versuchte', 'es', 'die', 'Übersetzerin', 'mit', 'anderen', 'Worten', ',', 'das', 'Buch', 'handelt', 'von', 'Verfahrensweisen', 'für', 'Versammlungen', 'und', 'nicht', 'davon', ',', 'was', '„', 'rechtlich', 'zulässig', '“', 'ist', '(', 'd', '.', 'h', '.', 'es', 'ist', 'kein', 'juristisches', 'Buch', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten, das Buch handelt von Verfahrensweisen für Versammlungen und nicht davon, was „rechtlich zulässig“ ist (d.h. es ist kein juristisches Buch).",['Mit  anderen  Worten'],[],False,2,"Im Gesellschaftsspiel 'Tabu', bei dem man Begriffe erklären muss, ohne bestimmte Schlüsselwörter zu verwenden, versuchte er es nach einem gescheiterten Anlauf erneut mit anderen Worten, das Buch handelt von Verfahrensweisen für Versammlungen und nicht davon, was „rechtlich zulässig“ ist (d.h. es ist kein juristisches Buch).","['Im', 'Gesellschaftsspiel', ""'"", 'Tabu', ""'"", ',', 'bei', 'dem', 'man', 'Begriffe', 'erklären', 'muss', ',', 'ohne', 'bestimmte', 'Schlüsselwörter', 'zu', 'verwenden', ',', 'versuchte', 'er', 'es', 'nach', 'einem', 'gescheiterten', 'Anlauf', 'erneut', 'mit', 'anderen', 'Worten', ',', 'das', 'Buch', 'handelt', 'von', 'Verfahrensweisen', 'für', 'Versammlungen', 'und', 'nicht', 'davon', ',', 'was', '„', 'rechtlich', 'zulässig', '“', 'ist', '(', 'd', '.', 'h', '.', 'es', 'ist', 'kein', 'juristisches', 'Buch', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten, das Buch handelt von Verfahrensweisen für Versammlungen und nicht davon, was „rechtlich zulässig“ ist (d.h. es ist kein juristisches Buch).",['Mit  anderen  Worten'],[],False,3,"Der Rhetorik-Professor demonstrierte, wie man den Inhalt ohne die zuvor an die Tafel geschriebenen juristischen Fachbegriffe zusammenfassen kann, mit anderen Worten, das Buch handelt von Verfahrensweisen für Versammlungen und nicht davon, was „rechtlich zulässig“ ist (d.h. es ist kein juristisches Buch).","['Der', 'Rhetorik', '-', 'Professor', 'demonstrierte', ',', 'wie', 'man', 'den', 'Inhalt', 'ohne', 'die', 'zuvor', 'an', 'die', 'Tafel', 'geschriebenen', 'juristischen', 'Fachbegriffe', 'zusammenfassen', 'kann', ',', 'mit', 'anderen', 'Worten', ',', 'das', 'Buch', 'handelt', 'von', 'Verfahrensweisen', 'für', 'Versammlungen', 'und', 'nicht', 'davon', ',', 'was', '„', 'rechtlich', 'zulässig', '“', 'ist', '(', 'd', '.', 'h', '.', 'es', 'ist', 'kein', 'juristisches', 'Buch', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten, das Buch handelt von Verfahrensweisen für Versammlungen und nicht davon, was „rechtlich zulässig“ ist (d.h. es ist kein juristisches Buch).",['Mit  anderen  Worten'],[],False,4,"Da die Bleibuchstaben für die juristischen Begriffe im Setzkasten fehlten, musste der Drucker den Klappentext neu formulieren, mit anderen Worten, das Buch handelt von Verfahrensweisen für Versammlungen und nicht davon, was „rechtlich zulässig“ ist (d.h. es ist kein juristisches Buch).","['Da', 'die', 'Bleibuchstaben', 'für', 'die', 'juristischen', 'Begriffe', 'im', 'Setzkasten', 'fehlten', ',', 'musste', 'der', 'Drucker', 'den', 'Klappentext', 'neu', 'formulieren', ',', 'mit', 'anderen', 'Worten', ',', 'das', 'Buch', 'handelt', 'von', 'Verfahrensweisen', 'für', 'Versammlungen', 'und', 'nicht', 'davon', ',', 'was', '„', 'rechtlich', 'zulässig', '“', 'ist', '(', 'd', '.', 'h', '.', 'es', 'ist', 'kein', 'juristisches', 'Buch', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten, das Buch handelt von Verfahrensweisen für Versammlungen und nicht davon, was „rechtlich zulässig“ ist (d.h. es ist kein juristisches Buch).",['Mit  anderen  Worten'],[],False,5,"Der Redenschreiber hatte den ersten Entwurf als zu wertend kritisiert und eine neutralere Formulierung vorgeschlagen, also probte der Politiker nun mit anderen Worten, das Buch handelt von Verfahrensweisen für Versammlungen und nicht davon, was „rechtlich zulässig“ ist (d.h. es ist kein juristisches Buch).","['Der', 'Redenschreiber', 'hatte', 'den', 'ersten', 'Entwurf', 'als', 'zu', 'wertend', 'kritisiert', 'und', 'eine', 'neutralere', 'Formulierung', 'vorgeschlagen', ',', 'also', 'probte', 'der', 'Politiker', 'nun', 'mit', 'anderen', 'Worten', ',', 'das', 'Buch', 'handelt', 'von', 'Verfahrensweisen', 'für', 'Versammlungen', 'und', 'nicht', 'davon', ',', 'was', '„', 'rechtlich', 'zulässig', '“', 'ist', '(', 'd', '.', 'h', '.', 'es', 'ist', 'kein', 'juristisches', 'Buch', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten, der Änderungsantrag ermächtigt den Kongress, Gesetze nur zur Bekämpfung von Verletzungen der in anderen Abschnitten geschützten Rechte zu erlassen.",['Mit  anderen  Worten'],[],False,1,"Die Juristen debattierten stundenlang über die präzise Formulierung; sie wussten, dass nur eine sorgfältig gewählte Terminologie ihre Absicht unmissverständlich machen würde, mit anderen Worten, der Änderungsantrag ermächtigt den Kongress, Gesetze nur zur Bekämpfung von Verletzungen der in anderen Abschnitten geschützten Rechte zu erlassen.","['Die', 'Juristen', 'debattierten', 'stundenlang', 'über', 'die', 'präzise', 'Formulierung', ';', 'sie', 'wussten', ',', 'dass', 'nur', 'eine', 'sorgfältig', 'gewählte', 'Terminologie', 'ihre', 'Absicht', 'unmissverständlich', 'machen', 'würde', ',', 'mit', 'anderen', 'Worten', ',', 'der', 'Änderungsantrag', 'ermächtigt', 'den', 'Kongress', ',', 'Gesetze', 'nur', 'zur', 'Bekämpfung', 'von', 'Verletzungen', 'der', 'in', 'anderen', 'Abschnitten', 'geschützten', 'Rechte', 'zu', 'erlassen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten, der Änderungsantrag ermächtigt den Kongress, Gesetze nur zur Bekämpfung von Verletzungen der in anderen Abschnitten geschützten Rechte zu erlassen.",['Mit  anderen  Worten'],[],False,2,"Der Übersetzer erklärte dem Ausschuss, dass eine wortwörtliche Übertragung des Originaltextes zu Missverständnissen führen würde und die Rechtswirkung nur durch eine komplette Neufassung erhalten bliebe, mit anderen Worten, der Änderungsantrag ermächtigt den Kongress, Gesetze nur zur Bekämpfung von Verletzungen der in anderen Abschnitten geschützten Rechte zu erlassen.","['Der', 'Übersetzer', 'erklärte', 'dem', 'Ausschuss', ',', 'dass', 'eine', 'wortwörtliche', 'Übertragung', 'des', 'Originaltextes', 'zu', 'Missverständnissen', 'führen', 'würde', 'und', 'die', 'Rechtswirkung', 'nur', 'durch', 'eine', 'komplette', 'Neufassung', 'erhalten', 'bliebe', ',', 'mit', 'anderen', 'Worten', ',', 'der', 'Änderungsantrag', 'ermächtigt', 'den', 'Kongress', ',', 'Gesetze', 'nur', 'zur', 'Bekämpfung', 'von', 'Verletzungen', 'der', 'in', 'anderen', 'Abschnitten', 'geschützten', 'Rechte', 'zu', 'erlassen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten, der Änderungsantrag ermächtigt den Kongress, Gesetze nur zur Bekämpfung von Verletzungen der in anderen Abschnitten geschützten Rechte zu erlassen.",['Mit  anderen  Worten'],[],False,3,"Der Kommunikationsberater riet dem Senator, den hochtechnischen Juristenjargon in seiner Rede zu vermeiden und stattdessen eine klare, direkte Sprache für die Wähler zu verwenden, mit anderen Worten, der Änderungsantrag ermächtigt den Kongress, Gesetze nur zur Bekämpfung von Verletzungen der in anderen Abschnitten geschützten Rechte zu erlassen.","['Der', 'Kommunikationsberater', 'riet', 'dem', 'Senator', ',', 'den', 'hochtechnischen', 'Juristenjargon', 'in', 'seiner', 'Rede', 'zu', 'vermeiden', 'und', 'stattdessen', 'eine', 'klare', ',', 'direkte', 'Sprache', 'für', 'die', 'Wähler', 'zu', 'verwenden', ',', 'mit', 'anderen', 'Worten', ',', 'der', 'Änderungsantrag', 'ermächtigt', 'den', 'Kongress', ',', 'Gesetze', 'nur', 'zur', 'Bekämpfung', 'von', 'Verletzungen', 'der', 'in', 'anderen', 'Abschnitten', 'geschützten', 'Rechte', 'zu', 'erlassen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten, der Änderungsantrag ermächtigt den Kongress, Gesetze nur zur Bekämpfung von Verletzungen der in anderen Abschnitten geschützten Rechte zu erlassen.",['Mit  anderen  Worten'],[],False,4,"In ihrer verschlüsselten Kommunikation ersetzten die Aktivisten alle juristischen Fachbegriffe durch unauffällige Alltagsausdrücke, um ihre Strategie geheim zu halten, mit anderen Worten, der Änderungsantrag ermächtigt den Kongress, Gesetze nur zur Bekämpfung von Verletzungen der in anderen Abschnitten geschützten Rechte zu erlassen.","['In', 'ihrer', 'verschlüsselten', 'Kommunikation', 'ersetzten', 'die', 'Aktivisten', 'alle', 'juristischen', 'Fachbegriffe', 'durch', 'unauffällige', 'Alltagsausdrücke', ',', 'um', 'ihre', 'Strategie', 'geheim', 'zu', 'halten', ',', 'mit', 'anderen', 'Worten', ',', 'der', 'Änderungsantrag', 'ermächtigt', 'den', 'Kongress', ',', 'Gesetze', 'nur', 'zur', 'Bekämpfung', 'von', 'Verletzungen', 'der', 'in', 'anderen', 'Abschnitten', 'geschützten', 'Rechte', 'zu', 'erlassen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mit anderen Worten, der Änderungsantrag ermächtigt den Kongress, Gesetze nur zur Bekämpfung von Verletzungen der in anderen Abschnitten geschützten Rechte zu erlassen.",['Mit  anderen  Worten'],[],False,5,"Der Programmierer demonstrierte, wie der Algorithmus komplexe Rechtsklauseln analysiert und sie automatisch in eine verständlichere Form umschreibt, ohne den Sinn zu verändern, mit anderen Worten, der Änderungsantrag ermächtigt den Kongress, Gesetze nur zur Bekämpfung von Verletzungen der in anderen Abschnitten geschützten Rechte zu erlassen.","['Der', 'Programmierer', 'demonstrierte', ',', 'wie', 'der', 'Algorithmus', 'komplexe', 'Rechtsklauseln', 'analysiert', 'und', 'sie', 'automatisch', 'in', 'eine', 'verständlichere', 'Form', 'umschreibt', ',', 'ohne', 'den', 'Sinn', 'zu', 'verändern', ',', 'mit', 'anderen', 'Worten', ',', 'der', 'Änderungsantrag', 'ermächtigt', 'den', 'Kongress', ',', 'Gesetze', 'nur', 'zur', 'Bekämpfung', 'von', 'Verletzungen', 'der', 'in', 'anderen', 'Abschnitten', 'geschützten', 'Rechte', 'zu', 'erlassen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Kein Zeichen irgendeiner Burg konnte man sehen (obwohl wir offensichtlich schon nahe Medway waren), bis wir um die Ecke bogen, und da war sie direkt vor uns.",['um die Ecke biegen'],[],False,1,"Im Brainstorming-Meeting hatten wir jede logische Herangehensweise erschöpft und waren völlig festgefahren, weshalb kein Zeichen irgendeiner Burg konnte man sehen (obwohl wir offensichtlich schon nahe Medway waren), bis wir um die Ecke bogen, und da war sie direkt vor uns.","['Im', 'Brainstorming', '-', 'Meeting', 'hatten', 'wir', 'jede', 'logische', 'Herangehensweise', 'erschöpft', 'und', 'waren', 'völlig', 'festgefahren', ',', 'weshalb', 'kein', 'Zeichen', 'irgendeiner', 'Burg', 'konnte', 'man', 'sehen', '(', 'obwohl', 'wir', 'offensichtlich', 'schon', 'nahe', 'Medway', 'waren', ')', ',', 'bis', 'wir', 'um', 'die', 'Ecke', 'bogen', ',', 'und', 'da', 'war', 'sie', 'direkt', 'vor', 'uns', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Kein Zeichen irgendeiner Burg konnte man sehen (obwohl wir offensichtlich schon nahe Medway waren), bis wir um die Ecke bogen, und da war sie direkt vor uns.",['um die Ecke biegen'],[],False,2,"Der Spieldesigner erklärte, dass der einzige Weg, das geheime Level freizuschalten, darin bestand, den Avatar im Labyrinth scheitern zu lassen; lange kein Zeichen irgendeiner Burg konnte man sehen (obwohl wir offensichtlich schon nahe Medway waren), bis wir um die Ecke bogen, und da war sie direkt vor uns.","['Der', 'Spieldesigner', 'erklärte', ',', 'dass', 'der', 'einzige', 'Weg', ',', 'das', 'geheime', 'Level', 'freizuschalten', ',', 'darin', 'bestand', ',', 'den', 'Avatar', 'im', 'Labyrinth', 'scheitern', 'zu', 'lassen', ';', 'lange', 'kein', 'Zeichen', 'irgendeiner', 'Burg', 'konnte', 'man', 'sehen', '(', 'obwohl', 'wir', 'offensichtlich', 'schon', 'nahe', 'Medway', 'waren', ')', ',', 'bis', 'wir', 'um', 'die', 'Ecke', 'bogen', ',', 'und', 'da', 'war', 'sie', 'direkt', 'vor', 'uns', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Kein Zeichen irgendeiner Burg konnte man sehen (obwohl wir offensichtlich schon nahe Medway waren), bis wir um die Ecke bogen, und da war sie direkt vor uns.",['um die Ecke biegen'],[],False,3,"Nachdem wir die starren, konventionellen Theorien über Bord geworfen hatten und einen völlig neuen Ansatz verfolgten, tat sich eine neue Perspektive auf; anfangs kein Zeichen irgendeiner Burg konnte man sehen (obwohl wir offensichtlich schon nahe Medway waren), bis wir um die Ecke bogen, und da war sie direkt vor uns.","['Nachdem', 'wir', 'die', 'starren', ',', 'konventionellen', 'Theorien', 'über', 'Bord', 'geworfen', 'hatten', 'und', 'einen', 'völlig', 'neuen', 'Ansatz', 'verfolgten', ',', 'tat', 'sich', 'eine', 'neue', 'Perspektive', 'auf', ';', 'anfangs', 'kein', 'Zeichen', 'irgendeiner', 'Burg', 'konnte', 'man', 'sehen', '(', 'obwohl', 'wir', 'offensichtlich', 'schon', 'nahe', 'Medway', 'waren', ')', ',', 'bis', 'wir', 'um', 'die', 'Ecke', 'bogen', ',', 'und', 'da', 'war', 'sie', 'direkt', 'vor', 'uns', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Kein Zeichen irgendeiner Burg konnte man sehen (obwohl wir offensichtlich schon nahe Medway waren), bis wir um die Ecke bogen, und da war sie direkt vor uns.",['um die Ecke biegen'],[],False,4,"In der Therapiesitzung versuchten wir, die tiefsitzende emotionale Blockade des Patienten zu überwinden, eine Festung, die er über Jahre errichtet hatte, doch kein Zeichen irgendeiner Burg konnte man sehen (obwohl wir offensichtlich schon nahe Medway waren), bis wir um die Ecke bogen, und da war sie direkt vor uns.","['In', 'der', 'Therapiesitzung', 'versuchten', 'wir', ',', 'die', 'tiefsitzende', 'emotionale', 'Blockade', 'des', 'Patienten', 'zu', 'überwinden', ',', 'eine', 'Festung', ',', 'die', 'er', 'über', 'Jahre', 'errichtet', 'hatte', ',', 'doch', 'kein', 'Zeichen', 'irgendeiner', 'Burg', 'konnte', 'man', 'sehen', '(', 'obwohl', 'wir', 'offensichtlich', 'schon', 'nahe', 'Medway', 'waren', ')', ',', 'bis', 'wir', 'um', 'die', 'Ecke', 'bogen', ',', 'und', 'da', 'war', 'sie', 'direkt', 'vor', 'uns', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
