sentence,PIE,true_idioms,is_figurative,tokens,tags,tag_ids,is_valid
If I had been more on the ball I would have asked when he called me.,['on the ball'],['on the ball'],True,"['If ', 'I ', 'had ', 'been ', 'more ', 'on ', 'the ', 'ball ', 'I ', 'would ', 'have ', 'asked ', 'when ', 'he ', 'called ', 'me', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"Be like dad, keep mum.",['keep mum'],['keep mum'],True,"['Be ', 'like ', 'dad', ', ', 'keep ', 'mum', '.']","['O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 1, 2, 0]",True
Including a few fun details in large group introductions can be a great way to break the ice.,['break the ice'],['break the ice'],True,"['Including ', 'a ', 'few ', 'fun ', 'details ', 'in ', 'large ', 'group ', 'introductions ', 'can ', 'be ', 'a ', 'great ', 'way ', 'to ', 'break ', 'the ', 'ice', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"The company had engineered plenty of products, but manufacturing them was virgin territory.",['virgin territory'],['virgin territory'],True,"['The ', 'company ', 'had ', 'engineered ', 'plenty ', 'of ', 'products', ', ', 'but ', 'manufacturing ', 'them ', 'was ', 'virgin ', 'territory', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",True
Give me the bigger hammer. This little one just doesn't cut the mustard.,['cut the mustard'],['cut the mustard'],True,"['Give ', 'me ', 'the ', 'bigger ', 'hammer', '. ', 'This ', 'little ', 'one ', 'just ', 'does', ""n't "", 'cut ', 'the ', 'mustard', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"Our marriage went through a difficult time, but now it is on the mend.",['on the mend'],['on the mend'],True,"['Our ', 'marriage ', 'went ', 'through ', 'a ', 'difficult ', 'time', ', ', 'but ', 'now ', 'it ', 'is ', 'on ', 'the ', 'mend', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"Among the laundry list of inconveniences most of us can't abide: cold coffee, airport delays, the high price of gasoline.",['laundry list'],['laundry list'],True,"['Among ', 'the ', 'laundry ', 'list ', 'of ', 'inconveniences ', 'most ', 'of ', 'us ', 'ca', ""n't "", 'abide', ': ', 'cold ', 'coffee', ', ', 'airport ', 'delays', ', ', 'the ', 'high ', 'price ', 'of ', 'gasoline', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
I wouldn't trade you away for all the tea in China.,['all the tea in China'],['all the tea in China'],True,"['I ', 'would', ""n't "", 'trade ', 'you ', 'away ', 'for ', 'all ', 'the ', 'tea ', 'in ', 'China', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]",True
He went to school to study math and science and all that jazz.,['all that jazz'],['all that jazz'],True,"['He ', 'went ', 'to ', 'school ', 'to ', 'study ', 'math ', 'and ', 'science ', 'and ', 'all ', 'that ', 'jazz', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
We went to a karaoke bar and had a barrel of laughs.,['barrel of laughs'],['barrel of laughs'],True,"['We ', 'went ', 'to ', 'a ', 'karaoke ', 'bar ', 'and ', 'had ', 'a ', 'barrel ', 'of ', 'laughs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"It's a straightforward job, but it's no bed of roses, with such long hours.",['bed of roses'],['bed of roses'],True,"['It', ""'s "", 'a ', 'straightforward ', 'job', ', ', 'but ', 'it', ""'s "", 'no ', 'bed ', 'of ', 'roses', ', ', 'with ', 'such ', 'long ', 'hours', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]",True
"The government at home, and the people of the colonies, are getting to have bad blood between them.",['bad blood'],['bad blood'],True,"['The ', 'government ', 'at ', 'home', ', ', 'and ', 'the ', 'people ', 'of ', 'the ', 'colonies', ', ', 'are ', 'getting ', 'to ', 'have ', 'bad ', 'blood ', 'between ', 'them', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]",True
She's a sharp cookie and will have no trouble seeing a sales pitch for what it is.,['sharp cookie'],['sharp cookie'],True,"['She', ""'s "", 'a ', 'sharp ', 'cookie ', 'and ', 'will ', 'have ', 'no ', 'trouble ', 'seeing ', 'a ', 'sales ', 'pitch ', 'for ', 'what ', 'it ', 'is', '.']","['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
You're in a bad mood today. What's eating you?,"[""What 's eating you""]","[""What 's eating you""]",True,"['You', ""'re "", 'in ', 'a ', 'bad ', 'mood ', 'today', '. ', 'What', ""'s "", 'eating ', 'you', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]",True
"When the boss assigned the project to Tom, the rest of us were relieved to be off the hook.",['off the hook'],['off the hook'],True,"['When ', 'the ', 'boss ', 'assigned ', 'the ', 'project ', 'to ', 'Tom', ', ', 'the ', 'rest ', 'of ', 'us ', 'were ', 'relieved ', 'to ', 'be ', 'off ', 'the ', 'hook', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
We were just standing around shooting the breeze.,['shooting the breeze'],['shooting the breeze'],True,"['We ', 'were ', 'just ', 'standing ', 'around ', 'shooting ', 'the ', 'breeze', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"She was determined to win the contract, by hook or by crook.",['by hook or by crook'],['by hook or by crook'],True,"['She ', 'was ', 'determined ', 'to ', 'win ', 'the ', 'contract', ', ', 'by ', 'hook ', 'or ', 'by ', 'crook', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]",True
"You can ignore their problems, but you could be in the same boat someday.",['in the same boat'],['in the same boat'],True,"['You ', 'can ', 'ignore ', 'their ', 'problems', ', ', 'but ', 'you ', 'could ', 'be ', 'in ', 'the ', 'same ', 'boat ', 'someday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]",True
"After a day's worth of events, it came down to one last match; this one was for all the marbles.",['all the marbles'],['all the marbles'],True,"['After ', 'a ', 'day', ""'s "", 'worth ', 'of ', 'events', ', ', 'it ', 'came ', 'down ', 'to ', 'one ', 'last ', 'match', '; ', 'this ', 'one ', 'was ', 'for ', 'all ', 'the ', 'marbles', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]",True
"After having shown us three hours of instructional and safety videos, the inspector was simply beating a dead horse by telling us to buckle up as we got into the van.",['beating a dead horse'],['beating a dead horse'],True,"['After ', 'having ', 'shown ', 'us ', 'three ', 'hours ', 'of ', 'instructional ', 'and ', 'safety ', 'videos', ', ', 'the ', 'inspector ', 'was ', 'simply ', 'beating ', 'a ', 'dead ', 'horse ', 'by ', 'telling ', 'us ', 'to ', 'buckle ', 'up ', 'as ', 'we ', 'got ', 'into ', 'the ', 'van', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
"As if the hostile takeover weren't enough, to add insult to injury they scrapped ninety percent of our products and replaced them with their own.",['add insult to injury'],['add insult to injury'],True,"['As ', 'if ', 'the ', 'hostile ', 'takeover ', 'were', ""n't "", 'enough', ', ', 'to ', 'add ', 'insult ', 'to ', 'injury ', 'they ', 'scrapped ', 'ninety ', 'percent ', 'of ', 'our ', 'products ', 'and ', 'replaced ', 'them ', 'with ', 'their ', 'own', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
That project is on the back burner until we deal with higher priorities.,['on the back burner'],['on the back burner'],True,"['That ', 'project ', 'is ', 'on ', 'the ', 'back ', 'burner ', 'until ', 'we ', 'deal ', 'with ', 'higher ', 'priorities', '.']","['O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]",True
These latest modifications are mere window dressing; the same problems remain.,['window dressing'],['window dressing'],True,"['These ', 'latest ', 'modifications ', 'are ', 'mere ', 'window ', 'dressing', '; ', 'the ', 'same ', 'problems ', 'remain', '.']","['O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",True
"After I hadn’t heard from her in six months, she called me out of the blue to meet for lunch.",['out of the blue'],['out of the blue'],True,"['After ', 'I ', 'had', 'n’t ', 'heard ', 'from ', 'her ', 'in ', 'six ', 'months', ', ', 'she ', 'called ', 'me ', 'out ', 'of ', 'the ', 'blue ', 'to ', 'meet ', 'for ', 'lunch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0]",True
Let's just say I know because a little bird told me.,['a little bird told me'],['a little bird told me'],True,"['Let', ""'s "", 'just ', 'say ', 'I ', 'know ', 'because ', 'a ', 'little ', 'bird ', 'told ', 'me', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0]",True
"Folks in our neighborhood come from every walk of life, prince and pauper, investor and janitor.",['walk of life'],['walk of life'],True,"['Folks ', 'in ', 'our ', 'neighborhood ', 'come ', 'from ', 'every ', 'walk ', 'of ', 'life', ', ', 'prince ', 'and ', 'pauper', ', ', 'investor ', 'and ', 'janitor', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
We're expected to just do it at the drop of a hat.,['at the drop of a hat'],['at the drop of a hat'],True,"['We', ""'re "", 'expected ', 'to ', 'just ', 'do ', 'it ', 'at ', 'the ', 'drop ', 'of ', 'a ', 'hat', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 0]",True
They worked around the clock to finish the project on time.,['around the clock'],['around the clock'],True,"['They ', 'worked ', 'around ', 'the ', 'clock ', 'to ', 'finish ', 'the ', 'project ', 'on ', 'time', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]",True
Only the top banana can make a decision of that magnitude.,['top banana'],['top banana'],True,"['Only ', 'the ', 'top ', 'banana ', 'can ', 'make ', 'a ', 'decision ', 'of ', 'that ', 'magnitude', '.']","['O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]",True
"He was hilarious, and remained the top banana on the tour for years.",['top banana'],['top banana'],True,"['He ', 'was ', 'hilarious', ', ', 'and ', 'remained ', 'the ', 'top ', 'banana ', 'on ', 'the ', 'tour ', 'for ', 'years', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",True
The new chairman is happy to take a back seat when it comes to day-to-day operations.,['take a back seat'],['take a back seat'],True,"['The ', 'new ', 'chairman ', 'is ', 'happy ', 'to ', 'take ', 'a ', 'back ', 'seat ', 'when ', 'it ', 'comes ', 'to ', 'day', '-', 'to', '-', 'day ', 'operations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True
