variant_sentence,sentence,true_idioms,num_models_confused,total_models,confusion_rate,confused_models,id10m_num_models_confused,id10m_total_models,id10m_confusion_rate,id10m_confused_models,real_confused_models,num_real_confusions
"Der alte Casino-Besitzer, der sowohl seine Einnahmen als auch den Brennstoff für seine antiken Heizöfen im Keller lagerte, klagte bitterlich über die ständigen Verluste, denn oftmals wurde die Kohle über Nacht gestohlen.",Oftmals wurde die Kohle über Nacht gestohlen.,[],1,9,11.1%,gemini-2.5-flash-lite,5,9,55.6%,"claude-sonnet-4-20250514, deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, qwen-2.5-72b-instruct",,0
"Während der Lagerverwalter die Inventur der Brennstoffreserven für den Winter durchging und der Buchhalter gleichzeitig die unerklärlich schnellen Verluste im Firmenportfolio analysierte, stand am Ende ihres gemeinsamen Berichts eine frustrierende Zusammenfassung, denn oftmals wurde die Kohle über Nacht gestohlen.",Oftmals wurde die Kohle über Nacht gestohlen.,[],4,9,44.4%,"deepseek-r1, gemini-2.5-flash-lite, gpt-4o-mini, o3-mini",5,9,55.6%,"claude-sonnet-4-20250514, deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, qwen-2.5-72b-instruct","gpt-4o-mini, o3-mini",2
"Nach dem plötzlichen und unerklärlichen Absturz der Aktien des Energieunternehmens, der die gesamten Investitionen auslöschte, kamen die verärgerten Anleger zu dem Schluss, oftmals wurde die Kohle über Nacht gestohlen.",Oftmals wurde die Kohle über Nacht gestohlen.,[],7,9,77.8%,"claude-sonnet-4-20250514, deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, o3-mini",5,9,55.6%,"claude-sonnet-4-20250514, deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, qwen-2.5-72b-instruct","gpt-4o, gpt-4o-mini, o3-mini",3
"Bei einer Konferenz über zukünftige Displaytechnologien, wo es um die direkte Projektion von Daten auf die Netzhaut ging, wurde auch über relevante Informationsquellen für junge Talente diskutiert, denn die BusinessWeek publiziert jedes Jahr eine Liste der besten und aussichtsreichsten Studienprogramme, die Designdenken mit Wirtschaftsdenken verknüpfen (D-schools 2009 und D-school Programme 2009, die man im Auge behalten sollte).","Die BusinessWeek publiziert jedes Jahr eine Liste der besten und aussichtsreichsten Studienprogramme, die Designdenken mit Wirtschaftsdenken verknüpfen (D-schools 2009 und D-school Programme 2009, die man im Auge behalten sollte).",['im Auge behalten'],0,9,0.0%,,1,9,11.1%,gpt-4o-mini,,0
"Die Personalabteilung eines auf biometrische Iris-Scanner spezialisierten Sicherheitsunternehmens nutzt für ihr Recruiting die neuesten Bildungsanalysen. Die BusinessWeek publiziert jedes Jahr eine Liste der besten und aussichtsreichsten Studienprogramme, die Designdenken mit Wirtschaftsdenken verknüpfen (D-schools 2009 und D-school Programme 2009, die man im Auge behalten sollte).","Die BusinessWeek publiziert jedes Jahr eine Liste der besten und aussichtsreichsten Studienprogramme, die Designdenken mit Wirtschaftsdenken verknüpfen (D-schools 2009 und D-school Programme 2009, die man im Auge behalten sollte).",['im Auge behalten'],1,9,11.1%,gpt-4o-mini,1,9,11.1%,gpt-4o-mini,,0
"In einem Fachartikel für Grafikdesigner über die optimale visuelle Aufbereitung von komplexen Ranglisten wird eine bekannte Veröffentlichung als Beispiel angeführt, denn die BusinessWeek publiziert jedes Jahr eine Liste der besten und aussichtsreichsten Studienprogramme, die Designdenken mit Wirtschaftsdenken verknüpfen (D-schools 2009 und D-school Programme 2009, die man im Auge behalten sollte).","Die BusinessWeek publiziert jedes Jahr eine Liste der besten und aussichtsreichsten Studienprogramme, die Designdenken mit Wirtschaftsdenken verknüpfen (D-schools 2009 und D-school Programme 2009, die man im Auge behalten sollte).",['im Auge behalten'],2,9,22.2%,"gpt-4o, gpt-4o-mini",1,9,11.1%,gpt-4o-mini,gpt-4o,1
"In der Paartherapie, werden die beiden gebeten wurden, ihre Gefühle füreinander zu klassifizieren und zwischen einer 'kleinen Zuneigung' und einer tieferen Verbundenheit zu unterscheiden. Daraufhin sagt Sarah, dass Jonathon ihre große Liebe sei.","Daraufhin sagt Sarah, dass Jonathon ihre große Liebe sei.",['große Liebe'],1,9,11.1%,gpt-4o,5,9,55.6%,"deepseek-r1, gemini-2.5-flash-lite, gpt-4o, llama-4-scout, o3-mini",,0
"Bei der Besprechung des neuen Theaterstücks über mythologische Figuren, in dem die Liebe als zwei Charaktere auftritt – eine kleine, flüchtige und eine standhafte, überlebensgroße Gestalt – wurde über die Besetzung diskutiert, daraufhin sagt Sarah, dass Jonathon ihre große Liebe sei.","Daraufhin sagt Sarah, dass Jonathon ihre große Liebe sei.",['große Liebe'],1,9,11.1%,gpt-4o,5,9,55.6%,"deepseek-r1, gemini-2.5-flash-lite, gpt-4o, llama-4-scout, o3-mini",,0
"Nachdem der für seine enorme Körpergröße bekannte Jonathon den ersten Preis für den schwersten Zuchtkürbis gewonnen hatte, verlagerte sich das Gespräch von seinen landwirtschaftlichen Erfolgen auf Persönliches, daraufhin sagt Sarah, dass Jonathon ihre große Liebe sei.","Daraufhin sagt Sarah, dass Jonathon ihre große Liebe sei.",['große Liebe'],2,9,22.2%,"gpt-4o, gpt-4o-mini",5,9,55.6%,"deepseek-r1, gemini-2.5-flash-lite, gpt-4o, llama-4-scout, o3-mini",gpt-4o-mini,1
"In der Besprechung zum neuen Theaterstück über eine fiktive Diktatur wurde über die Symbolik der Kulissen gestritten. Da sagte der eine: „Wie dem auch sei, die Grenze existiert, und eine Ostfront ist geschaffen worden, welche Nazideutschland nicht zu erstürmen wagt.“","Wie dem auch sei, die Grenze existiert, und eine Ostfront ist geschaffen worden, welche Nazideutschland nicht zu erstürmen wagt.",['Wie dem auch sei'],3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o, qwen-2.5-72b-instruct",3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, qwen-2.5-72b-instruct",gpt-4o,1
"Die Programmierer diskutierten hitzig über die Balanceprobleme des neuen KI-Gegners in ihrer Weltkriegssimulation. Da sagte der eine: „Wie dem auch sei, die Grenze existiert, und eine Ostfront ist geschaffen worden, welche Nazideutschland nicht zu erstürmen wagt.“","Wie dem auch sei, die Grenze existiert, und eine Ostfront ist geschaffen worden, welche Nazideutschland nicht zu erstürmen wagt.",['Wie dem auch sei'],3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o, qwen-2.5-72b-instruct",3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, qwen-2.5-72b-instruct",gpt-4o,1
"Ein Kommentator analysierte die unklare strategische Lage in der Online-Schachpartie nach einer Reihe komplizierter Züge und sagte dann: „Wie dem auch sei, die Grenze existiert, und eine Ostfront ist geschaffen worden, welche Nazideutschland nicht zu erstürmen wagt.“","Wie dem auch sei, die Grenze existiert, und eine Ostfront ist geschaffen worden, welche Nazideutschland nicht zu erstürmen wagt.",['Wie dem auch sei'],3,9,33.3%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o",3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o-mini, qwen-2.5-72b-instruct","gemini-2.5-pro, gpt-4o",2
"Im hektischen Alltag des Hauptbahnhofs, wo der gesamte Tagesablauf von den Ansagen zu Abfahrten und Ankünften der Züge diktiert wird, ist es so: Die Mutter besucht ihre Tochter nur ab und zu, aber während einer dieser Gelegenheiten kommt ihr die Idee, ihre Tochter sei ein potenzielles Fotomodell.","Die Mutter besucht ihre Tochter nur ab und zu, aber während einer dieser Gelegenheiten kommt ihr die Idee, ihre Tochter sei ein potenzielles Fotomodell.",['ab und zu'],3,9,33.3%,"gpt-4o, gpt-4o-mini, o3-mini",2,9,22.2%,"gpt-4o-mini, o3-mini",gpt-4o,1
"In der Montagehalle, wo der Produktionsprozess streng zwischen den Stationen 'Abtransport' und 'Zufuhr' getaktet ist und die Mitarbeiter ständig zwischen diesen Bereichen wechseln, ist es so: Die Mutter besucht ihre Tochter nur ab und zu, aber während einer dieser Gelegenheiten kommt ihr die Idee, ihre Tochter sei ein potenzielles Fotomodell.","Die Mutter besucht ihre Tochter nur ab und zu, aber während einer dieser Gelegenheiten kommt ihr die Idee, ihre Tochter sei ein potenzielles Fotomodell.",['ab und zu'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, o3-mini",2,9,22.2%,"gpt-4o-mini, o3-mini","gemini-2.5-flash-lite, gpt-4o",2
"Während der Proben für eine neue Choreografie, die hauptsächlich auf dem Wechselspiel von Auseinanderbewegen und Wieder-Aufeinanderzugehen der Tänzer basiert, herrscht höchste Konzentration im Saal, und in dieser Phase, ist es so: Die Mutter besucht ihre Tochter nur ab und zu, aber während einer dieser Gelegenheiten kommt ihr die Idee, ihre Tochter sei ein potenzielles Fotomodell.","Die Mutter besucht ihre Tochter nur ab und zu, aber während einer dieser Gelegenheiten kommt ihr die Idee, ihre Tochter sei ein potenzielles Fotomodell.",['ab und zu'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, o3-mini",2,9,22.2%,"gpt-4o-mini, o3-mini","gemini-2.5-flash-lite, gpt-4o",2
"In der hitzigen Debatte der Ethikkommission über das neue Forschungsprojekt muss Beppi, wohl oder übel, jetzt ernster genommen werden als bisher.",Wohl oder übel muss Beppi jetzt ernster genommen werden als bisher.,['Wohl oder übel'],0,9,0.0%,,0,9,0.0%,,,0
"Die Spieldesigner wägten wochenlang ab, ob die Hauptfigur ein Held oder ein Schurke werden sollte, und wohl oder übel muss Beppi jetzt ernster genommen werden als bisher.",Wohl oder übel muss Beppi jetzt ernster genommen werden als bisher.,['Wohl oder übel'],0,9,0.0%,,0,9,0.0%,,,0
"Nachdem die Jury die zwei Finalgerichte des Kochwettbewerbs kontrovers diskutiert hatte, muss Beppi, wohl oder übel, jetzt ernster genommen werden als bisher.",Wohl oder übel muss Beppi jetzt ernster genommen werden als bisher.,['Wohl oder übel'],0,9,0.0%,,0,9,0.0%,,,0
"Nachdem Michales Meisterwerk, eine drei Meter hohe Marmorskulptur mit dem Titel 'Liebe', bei einem Atelierbrand zerstört wurde verlor ein anderer seine geliebte. Christian trauerte lange seiner großen Liebe nach.",Christian trauerte lange seiner großen Liebe nach.,['großen Liebe'],4,9,44.4%,"gemini-2.5-pro, gpt-4o, llama-4-scout, o3-mini",6,9,66.7%,"deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, llama-4-scout, o3-mini, qwen-2.5-72b-instruct",gpt-4o,1
"Als seine grosse preisgekrönte Dogge, die er ‚Amour' nannte, eingeschläfert werden musste war er sehr traurig. Christian trauerte lange seiner großen Liebe nach.",Christian trauerte lange seiner großen Liebe nach.,['großen Liebe'],3,9,33.3%,"gemini-2.5-pro, o3-mini, qwen-2.5-72b-instruct",6,9,66.7%,"deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, llama-4-scout, o3-mini, qwen-2.5-72b-instruct",,0
"In seinem Gewächshaus, wo er Jahre damit verbracht hatte, eine seltene und außergewöhnlich hoch wachsende Rosenart zu züchten, die er 'Liebe' getauft hatte, wurde seine Frau ermordet. Christian trauerte lange seiner großen Liebe nach.",Christian trauerte lange seiner großen Liebe nach.,['großen Liebe'],4,9,44.4%,"deepseek-r1, llama-4-scout, o3-mini, qwen-2.5-72b-instruct",6,9,66.7%,"deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, llama-4-scout, o3-mini, qwen-2.5-72b-instruct",,0
"Im Testlabor für Spezialeffekte wurde ein Prototyp namens 'Das Feuer' einer strengen Sicherheitsüberprüfung unterzogen, bei der er eine definierte Zone passieren musste, doch der Versuch misslang und das Feuer war bis 21:00 Uhr (00:00 UTC 3. September) außer Kontrolle geraten, es gab große Flammen und gelegentliche Explosionen, und wurde von Feuerwehrleuten aus vier Sektoren bekämpft.","Das Feuer war bis 21:00 Uhr (00:00 UTC 3. September) außer Kontrolle geraten, es gab große Flammen und gelegentliche Explosionen, und wurde von Feuerwehrleuten aus vier Sektoren bekämpft.",['außer Kontrolle geraten'],5,9,55.6%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, o3-mini",7,9,77.8%,"deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",,0
"Der Plan der Schmuggler war einfach: Ein kleines Ablenkungsfeuer legen, um die Aufmerksamkeit der Beamten von der Grenzkontrolle abzulenken, doch die trockene Vegetation entzündete sich sofort und das Feuer war bis 21:00 Uhr (00:00 UTC 3. September) außer Kontrolle geraten, es gab große Flammen und gelegentliche Explosionen, und wurde von Feuerwehrleuten aus vier Sektoren bekämpft.","Das Feuer war bis 21:00 Uhr (00:00 UTC 3. September) außer Kontrolle geraten, es gab große Flammen und gelegentliche Explosionen, und wurde von Feuerwehrleuten aus vier Sektoren bekämpft.",['außer Kontrolle geraten'],6,9,66.7%,"deepseek-r1, gemini-2.5-pro, gpt-4o, gpt-4o-mini, o3-mini, qwen-2.5-72b-instruct",7,9,77.8%,"deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",qwen-2.5-72b-instruct,1
"Im Rahmen der großangelegten Katastrophenschutzübung 'Stählerner Phönix' folgte zunächst alles dem Drehbuch, doch dann führte eine unerwartete Verkettung von Ereignissen zu einem Szenario, das nicht mehr im Handbuch stand, und das Feuer war bis 21:00 Uhr (00:00 UTC 3. September) außer Kontrolle geraten, es gab große Flammen und gelegentliche Explosionen, und wurde von Feuerwehrleuten aus vier Sektoren bekämpft.","Das Feuer war bis 21:00 Uhr (00:00 UTC 3. September) außer Kontrolle geraten, es gab große Flammen und gelegentliche Explosionen, und wurde von Feuerwehrleuten aus vier Sektoren bekämpft.",['außer Kontrolle geraten'],6,9,66.7%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini, qwen-2.5-72b-instruct",7,9,77.8%,"deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",qwen-2.5-72b-instruct,1
"Als angehender Optiker in der Praxis seines Vaters, wo die genaue Anpassung von Linsen und die Untersuchung von Netzhautschäden den Alltag bestimmten, war es so: Oft studierte er mit seinem Vater unter vier Augen, und was er von ihm gehört hatte, schrieb er in sein persönliches Notizbuch.","Oft studierte er mit seinem Vater unter vier Augen, und was er von ihm gehört hatte, schrieb er in sein persönliches Notizbuch.",['unter vier Augen'],0,9,0.0%,,0,9,0.0%,,,0
"Im Kunstatelier, fertigten sie gemeinsam ein expressives Doppelporträt an und die lebensechte Darstellung der Blicke war eine besondere Herausforderung. Oft studierte er mit seinem Vater unter vier Augen, und was er von ihm gehört hatte, schrieb er in sein persönliches Notizbuch.","Oft studierte er mit seinem Vater unter vier Augen, und was er von ihm gehört hatte, schrieb er in sein persönliches Notizbuch.",['unter vier Augen'],1,9,11.1%,gpt-4o-mini,0,9,0.0%,,gpt-4o-mini,1
"Im biologischen Labor, wo sie Proben durch ein leistungsstarkes Binokularmikroskop analysierten, was höchste Konzentration erforderte, trugen beide eine Schutzbrille. Oft studierte er mit seinem Vater unter vier Augen, und was er von ihm gehört hatte, schrieb er in sein persönliches Notizbuch.","Oft studierte er mit seinem Vater unter vier Augen, und was er von ihm gehört hatte, schrieb er in sein persönliches Notizbuch.",['unter vier Augen'],0,9,0.0%,,0,9,0.0%,,,0
"Als Patient, der nach einer lebensrettenden Operation nun ein neues, gesundes Spenderorgan in sich trägt, Ich danke allen von ganzem Herzen, die mir dies ermöglicht haben.","Ich danke allen von ganzem Herzen, die mir dies ermöglicht haben.",['von ganzem Herzen'],2,9,22.2%,"gpt-4o, gpt-4o-mini",1,9,11.1%,gpt-4o-mini,gpt-4o,1
"Als Patient, der nach einer lebensrettenden Operation nun ein neues, gesundes Spenderorgan in sich trägt, sagt er: „Ich danke allen von ganzem Herzen, die mir dies ermöglicht haben.“","Ich danke allen von ganzem Herzen, die mir dies ermöglicht haben.",['von ganzem Herzen'],1,9,11.1%,gpt-4o,1,9,11.1%,gpt-4o-mini,gpt-4o,1
"Bei der feierlichen Enthüllung der neuen Marmorskulptur, die als Symbol der Einheit für die Stadt steht, war ich überwältigt von der positiven Resonanz, und Ich danke allen von ganzem Herzen, die mir dies ermöglicht haben.","Ich danke allen von ganzem Herzen, die mir dies ermöglicht haben.",['von ganzem Herzen'],2,9,22.2%,"gpt-4o, gpt-4o-mini",1,9,11.1%,gpt-4o-mini,gpt-4o,1
"Nachdem er monatelang seine ganze Energie in das neue Gartenbeet gesteckt hatte, konnte man endlich sehen, dass sich seine Mühe gelohnt hat, denn Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.","Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.",[],4,9,44.4%,"claude-sonnet-4-20250514, deepseek-r1, gemini-2.5-flash-lite, o3-mini",1,9,11.1%,qwen-2.5-72b-instruct,"claude-sonnet-4-20250514, deepseek-r1, gemini-2.5-flash-lite, o3-mini",4
"Für Investoren, die nach einer Anlage mit hohem Ertrag suchen, gibt es eine überraschende neue Option, denn Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.","Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.",[],0,9,0.0%,,1,9,11.1%,qwen-2.5-72b-instruct,,0
"Um den Kindern zu zeigen, wie sich harte Arbeit und Geduld auszahlen können, haben wir im Schulgarten ein Experiment gestartet, und tatsächlich, Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.","Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.",[],5,9,55.6%,"claude-sonnet-4-20250514, deepseek-r1, gemini-2.5-pro, llama-4-scout, o3-mini",1,9,11.1%,qwen-2.5-72b-instruct,"claude-sonnet-4-20250514, deepseek-r1, gemini-2.5-pro, llama-4-scout, o3-mini",5
"Für die Dreharbeiten einer neuen Serie, die eine 24-Stunden-Belagerung thematisiert, wurde im Hof der Feuerwache eine riesige Requisitenuhr als zentrales Element aufgebaut. Ein Rettungswagen der Firma MKT ist zudem rund um die Uhr an der FW 8 stationiert.",Ein Rettungswagen der Firma MKT ist zudem rund um die Uhr an der FW 8 stationiert.,['rund um die Uhr'],1,9,11.1%,gpt-4o-mini,4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout",,0
"Die Polizeiwache (PW) 7 hat kürzlich ihren Vorplatz neu gestaltet und in der Mitte eine große, historische Bahnhofsuhr als Denkmal aufgestellt, was die Parkordnung für Einsatzfahrzeuge verändert hat. Ein Rettungswagen der Firma MKT ist zudem rund um die Uhr an der FW 8 stationiert.",Ein Rettungswagen der Firma MKT ist zudem rund um die Uhr an der FW 8 stationiert.,['rund um die Uhr'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout",4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout",,0
"Bei der jährlichen Sicherheitsübung wurde ein neues Evakuierungskonzept getestet, bei dem die Polizeiahrzeuge eine kreisförmige Formation um einen zentralen Sammelpunkt, der FW 7, einnehmen mussten, der durch eine große Bodenuhr markiert war. Ein Rettungswagen der Firma MKT ist zudem rund um die Uhr an der FW 8 stationiert.",Ein Rettungswagen der Firma MKT ist zudem rund um die Uhr an der FW 8 stationiert.,['rund um die Uhr'],1,9,11.1%,gpt-4o-mini,4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout",,0
"Nachdem der Historiker den Aufstieg Deutschlands nach dem Krieg als das große Wirtschaftswunder bezeichnet hatte, zeigte sein Kollege auf die aktuellen Grafiken, denn mit verschwindenden Schuldnern und leihunwilligen Banken ist es kein Wunder, dass nach fast drei Jahren mit Niedrigzinsrekorden und massiven Liquiditätsspritzen die Industrieökonomien immer noch so schlecht dastehen.","Mit verschwindenden Schuldnern und leihunwilligen Banken ist es kein Wunder, dass nach fast drei Jahren mit Niedrigzinsrekorden und massiven Liquiditätsspritzen die Industrieökonomien immer noch so schlecht dastehen.",['kein Wunder'],2,9,22.2%,"gemini-2.5-flash-lite, qwen-2.5-72b-instruct",6,9,66.7%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, qwen-2.5-72b-instruct",,0
"Die Ingenieure feierten die neue Fusionsreaktortechnologie als ein wahres Wunder der Wissenschaft, doch der anwesende Analyst dämpfte die Euphorie mit einem Blick auf die Realwirtschaft, denn mit verschwindenden Schuldnern und leihunwilligen Banken ist es kein Wunder, dass nach fast drei Jahren mit Niedrigzinsrekorden und massiven Liquiditätsspritzen die Industrieökonomien immer noch so schlecht dastehen.","Mit verschwindenden Schuldnern und leihunwilligen Banken ist es kein Wunder, dass nach fast drei Jahren mit Niedrigzinsrekorden und massiven Liquiditätsspritzen die Industrieökonomien immer noch so schlecht dastehen.",['kein Wunder'],4,9,44.4%,"gemini-2.5-flash-lite, gpt-4o, o3-mini, qwen-2.5-72b-instruct",6,9,66.7%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, qwen-2.5-72b-instruct",o3-mini,1
"Obwohl die Kritiken die aufwändige Bühnenshow als 'Das achte Weltwunder' anpriesen, verließen viele Zuschauer das Theater und diskutierten die realen Probleme, denn mit verschwindenden Schuldnern und leihunwilligen Banken ist es kein Wunder, dass nach fast drei Jahren mit Niedrigzinsrekorden und massiven Liquiditätsspritzen die Industrieökonomien immer noch so schlecht dastehen.","Mit verschwindenden Schuldnern und leihunwilligen Banken ist es kein Wunder, dass nach fast drei Jahren mit Niedrigzinsrekorden und massiven Liquiditätsspritzen die Industrieökonomien immer noch so schlecht dastehen.",['kein Wunder'],3,9,33.3%,"gemini-2.5-flash-lite, gpt-4o, o3-mini",6,9,66.7%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gpt-4o, gpt-4o-mini, llama-4-scout, qwen-2.5-72b-instruct",o3-mini,1
"Bei der Besprechung der neuen 'Rockstar'-Actionfiguren lobte der Kritiker die eingebaute Soundbox und das Zubehör, es sei eine Exzellente Produktion- ein richtig fetter Sound; eine Menge Energie und exzellente Lieder, die man nicht mehr aus dem Kopf bekommt.","Exzellente Produktion- ein richtig fetter Sound; eine Menge Energie und exzellente Lieder, die man nicht mehr aus dem Kopf bekommt.",['aus dem Kopf'],1,9,11.1%,gemini-2.5-flash-lite,0,9,0.0%,,gemini-2.5-flash-lite,1
"Der Testbericht für das neue VR-Spiel 'Mind DJ', bei dem man als Ziel Musikstücke aus einem virtuellen Gehirn extrahieren muss, war durchweg positiv. Besonders die Hintergrundmusik zwischen den Spielrunden sammelte grossen Lob: es sei eine Exzellente Produktion- ein richtig fetter Sound; eine Menge Energie und exzellente Lieder, die man nicht mehr aus dem Kopf bekommt.","Exzellente Produktion- ein richtig fetter Sound; eine Menge Energie und exzellente Lieder, die man nicht mehr aus dem Kopf bekommt.",['aus dem Kopf'],1,9,11.1%,gemini-2.5-flash-lite,0,9,0.0%,,gemini-2.5-flash-lite,1
"Die Kunstkritik zur neuen Multimedia-Installation (also Texten, Bildern, Computeranimationen, -grafiken, Musik, Ton), die aus einem riesigen, verkabelten Kopf besteht, war überwiegend positiv, denn es ist eine Exzellente Produktion- ein richtig fetter Sound; eine Menge Energie und exzellente Lieder, die man nicht mehr aus dem Kopf bekommt.","Exzellente Produktion- ein richtig fetter Sound; eine Menge Energie und exzellente Lieder, die man nicht mehr aus dem Kopf bekommt.",['aus dem Kopf'],0,9,0.0%,,0,9,0.0%,,,0
"Während der Proben für das große Historiendrama, bei dem die Darstellung des tragischen Endes der ausländischen Charaktere besonders realistisch sein sollte, sah der Akt in etwa so aus: „Als die Xinhai-Revolution Shaanxi erreichte, wodurch acht Ausländer zu Tode kamen, wurde eine Evakuierung aller Missionare und Ausländer geplant.“","Als die Xinhai-Revolution Shaanxi erreichte, wodurch acht Ausländer zu Tode kamen, wurde eine Evakuierung aller Missionare und Ausländer geplant.",['zu Tode kamen'],8,9,88.9%,"claude-sonnet-4-20250514, deepseek-r1, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",7,9,77.8%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",deepseek-r1,1
"In der komplexen Strategiesimulation, die den Verlauf der chinesischen Geschichte nachstellte und in der die Spielerfiguren bestimmte Zielorte erreichen mussten, bevor sie eliminiert wurden, lief eine Simulation so ab: „Als die Xinhai-Revolution Shaanxi erreichte, wodurch acht Ausländer zu Tode kamen, wurde eine Evakuierung aller Missionare und Ausländer geplant.“","Als die Xinhai-Revolution Shaanxi erreichte, wodurch acht Ausländer zu Tode kamen, wurde eine Evakuierung aller Missionare und Ausländer geplant.",['zu Tode kamen'],7,9,77.8%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",7,9,77.8%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",,0
"Im Rahmen der Errichtung eines Mahnmals, bei dem die Statuen der Opfer symbolisch in den dafür vorgesehenen Sektor des Denkmals gebracht wurden, wurde die Geschichte der Opfer nochmals erzählt: Als die Xinhai-Revolution Shaanxi erreichte, wodurch acht Ausländer zu Tode kamen, wurde eine Evakuierung aller Missionare und Ausländer geplant.","Als die Xinhai-Revolution Shaanxi erreichte, wodurch acht Ausländer zu Tode kamen, wurde eine Evakuierung aller Missionare und Ausländer geplant.",['zu Tode kamen'],6,9,66.7%,"gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",7,9,77.8%,"claude-sonnet-4-20250514, gemini-2.5-flash-lite, gemini-2.5-pro, gpt-4o, gpt-4o-mini, llama-4-scout, o3-mini",,0
"Während der Proben für das Musikvideo von Jacksons Lied, bei denen eine alte Requisitenpistole für eine dramatische Szene verwendet werden sollte, gab es große Bedenken hinsichtlich der Sicherheit und der unvorhersehbaren Funktionsweise des Mechanismus, doch die Szene wurde erfolgreich gedreht und das Lied wurde samt Musikvideo am selben Tag veröffentlicht. Am folgenden Tag erklärten zwei führende Mitglieder der jüdischen Gemeinde, dass Jacksons Versuch, ein Lied gegen Diskriminierung zu verfassen, wohl nach hinten losgegangen sei.","Am folgenden Tag erklärten zwei führende Mitglieder der jüdischen Gemeinde, dass Jacksons Versuch, ein Lied gegen Diskriminierung zu verfassen, wohl nach hinten losgegangen sei.",['nach hinten losgegangen'],0,9,0.0%,,0,9,0.0%,,,0
