sentence	true_idioms	final_variant	variant_number	tokens	tags	tag_ids	language	predicted_idioms	ratios	hallucinated	predicted_tags
This is a perfect way to break the ice and start the conversation.	['break the ice']	During the mixology class for singles, the instructor saw two people standing apart and noticed both of them needed ice for their drinks, so handing them a pick and a mallet whilst showing them the big block of ice behind the bar, he thought, this is a perfect way to break the ice and start the conversation.	3	['During', 'the', 'mixology', 'class', 'for', 'singles', ',', 'the', 'instructor', 'saw', 'two', 'people', 'standing', 'apart', 'and', 'noticed', 'both', 'of', 'them', 'needed', 'ice', 'for', 'their', 'drinks', ',', 'so', 'handing', 'them', 'a', 'pick', 'and', 'a', 'mallet', 'whilst', 'showing', 'them', 'the', 'big', 'block', 'of', 'ice', 'behind', 'the', 'bar', ',', 'he', 'thought', ',', 'this', 'is', 'a', 'perfect', 'way', 'to', 'break', 'the', 'ice', 'and', 'start', 'the', 'conversation', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0]	english	['break the ice']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']
This is a perfect way to break the ice and start the conversation.	['break the ice']	In the group therapy session, the new activity involved a large frozen block in the center of the room containing written confessions that members had to work together to retrieve, and they collectively thought, this is a perfect way to break the ice and start the conversation.	4	['In', 'the', 'group', 'therapy', 'session', ',', 'the', 'new', 'activity', 'involved', 'a', 'large', 'frozen', 'block', 'in', 'the', 'center', 'of', 'the', 'room', 'containing', 'written', 'confessions', 'that', 'members', 'had', 'to', 'work', 'together', 'to', 'retrieve', ',', 'and', 'they', 'collectively', 'thought', ',', 'this', 'is', 'a', 'perfect', 'way', 'to', 'break', 'the', 'ice', 'and', 'start', 'the', 'conversation', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0]	english	['break the ice']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']
This is a perfect way to break the ice and start the conversation.	['break the ice']	When the delegates from the two hostile shipping companies met in the frozen port, their guide suggested they first cooperate on the small problem of clearing their boat's path, thinking this is a perfect way to break the ice and start the conversation.	5	"['When', 'the', 'delegates', 'from', 'the', 'two', 'hostile', 'shipping', 'companies', 'met', 'in', 'the', 'frozen', 'port', ',', 'their', 'guide', 'suggested', 'they', 'first', 'cooperate', 'on', 'the', 'small', 'problem', 'of', 'clearing', 'their', 'boat', ""'"", 's', 'path', ',', 'thinking', 'this', 'is', 'a', 'perfect', 'way', 'to', 'break', 'the', 'ice', 'and', 'start', 'the', 'conversation', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0]	english	['break the ice']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O']
The victim was stabbed in the back by a criminal.	[]	In the closing arguments of the embezzlement trial, the prosecutor summarized the defendant's betrayal of his business partner and described that the victim was stabbed in the back by a criminal.	1	"['In', 'the', 'closing', 'arguments', 'of', 'the', 'embezzlement', 'trial', ',', 'the', 'prosecutor', 'summarized', 'the', 'defendant', ""'"", 's', 'betrayal', 'of', 'his', 'business', 'partner', 'and', 'described', 'that', 'the', 'victim', 'was', 'stabbed', 'in', 'the', 'back', 'by', 'a', 'criminal', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['stabbed in the back']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']
The victim was stabbed in the back by a criminal.	[]	Discussing the plot of the historical drama, where the protagonist's trusted lieutenant sells secrets to the enemy, the critic wrote that the victim was also stabbed in the back by a criminal.	2	"['Discussing', 'the', 'plot', 'of', 'the', 'historical', 'drama', ',', 'where', 'the', 'protagonist', ""'"", 's', 'trusted', 'lieutenant', 'sells', 'secrets', 'to', 'the', 'enemy', ',', 'the', 'critic', 'wrote', 'that', 'the', 'victim', 'was', 'also', 'stabbed', 'in', 'the', 'back', 'by', 'a', 'criminal', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['stabbed in the back']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']
The victim was stabbed in the back by a criminal.	[]	After the board meeting where his partner used forged documents to initiate a hostile takeover, the CEO told reporters that the victim was stabbed in the back by a criminal.	3	['After', 'the', 'board', 'meeting', 'where', 'his', 'partner', 'used', 'forged', 'documents', 'to', 'initiate', 'a', 'hostile', 'takeover', ',', 'the', 'CEO', 'told', 'reporters', 'that', 'the', 'victim', 'was', 'stabbed', 'in', 'the', 'back', 'by', 'a', 'criminal', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['stabbed in the back']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']
The victim was stabbed in the back by a criminal.	[]	Describing the political scandal in which a campaign manager leaked private strategies for personal gain, the news anchor reported that the victim was stabbed in the back by a criminal.	4	['Describing', 'the', 'political', 'scandal', 'in', 'which', 'a', 'campaign', 'manager', 'leaked', 'private', 'strategies', 'for', 'personal', 'gain', ',', 'the', 'news', 'anchor', 'reported', 'that', 'the', 'victim', 'was', 'stabbed', 'in', 'the', 'back', 'by', 'a', 'criminal', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['stabbed in the back']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']
The victim was stabbed in the back by a criminal.	[]	Recounting the story of how his lifelong friend secretly drained their joint accounts and fled, the man told the police that the victim was stabbed in the back by a criminal.	5	['Recounting', 'the', 'story', 'of', 'how', 'his', 'lifelong', 'friend', 'secretly', 'drained', 'their', 'joint', 'accounts', 'and', 'fled', ',', 'the', 'man', 'told', 'the', 'police', 'that', 'the', 'victim', 'was', 'stabbed', 'in', 'the', 'back', 'by', 'a', 'criminal', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['stabbed in the back']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']
The President was stabbed in the back while talking to the nation.	[]	"With conflicting reports flooding the newsroom
one detailing a surprise impeachment motion from his own party and another citing a major security breach in the West Wing
the frantic anchor tried to synthesize the chaos, and finally the President was stabbed in the back while talking to the nation."	1	['With', 'conflicting', 'reports', 'flooding', 'the', 'newsroom', 'one', 'detailing', 'a', 'surprise', 'impeachment', 'motion', 'from', 'his', 'own', 'party', 'and', 'another', 'citing', 'a', 'major', 'security', 'breach', 'in', 'the', 'West', 'Wing', 'the', 'frantic', 'anchor', 'tried', 'to', 'synthesize', 'the', 'chaos', ',', 'and', 'finally', 'the', 'President', 'was', 'stabbed', 'in', 'the', 'back', 'while', 'talking', 'to', 'the', 'nation', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['stabbed in the back']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']
The President was stabbed in the back while talking to the nation.	[]	During the dress rehearsal for the historical play about political betrayal, the lead actor's co-star suddenly changed his blocking and accidentally stepped behind him with the prop knife, so to the confused audience, the President was stabbed in the back while talking to the nation.	2	"['During', 'the', 'dress', 'rehearsal', 'for', 'the', 'historical', 'play', 'about', 'political', 'betrayal', ',', 'the', 'lead', 'actor', ""'"", 's', 'co', '-', 'star', 'suddenly', 'changed', 'his', 'blocking', 'and', 'accidentally', 'stepped', 'behind', 'him', 'with', 'the', 'prop', 'knife', ',', 'so', 'to', 'the', 'confused', 'audience', ',', 'the', 'President', 'was', 'stabbed', 'in', 'the', 'back', 'while', 'talking', 'to', 'the', 'nation', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
The President was stabbed in the back while talking to the nation.	[]	As the critical veto override vote, spearheaded by his own Vice President, was confirmed live on all news networks, an analyst turned to the camera with grim news, summarizing that the President was stabbed in the back while talking to the nation.	4	['As', 'the', 'critical', 'veto', 'override', 'vote', ',', 'spearheaded', 'by', 'his', 'own', 'Vice', 'President', ',', 'was', 'confirmed', 'live', 'on', 'all', 'news', 'networks', ',', 'an', 'analyst', 'turned', 'to', 'the', 'camera', 'with', 'grim', 'news', ',', 'summarizing', 'that', 'the', 'President', 'was', 'stabbed', 'in', 'the', 'back', 'while', 'talking', 'to', 'the', 'nation', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['stabbed in the back']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O']
I thought you rang the bell.	[]	"As we sorted through the old case files trying to remember the witness's name, a chime from the front door echoed through the office, and I looked at my partner and said ""I thought you rang the bell""."	1	"['As', 'we', 'sorted', 'through', 'the', 'old', 'case', 'files', 'trying', 'to', 'remember', 'the', 'witness', ""'"", 's', 'name', ',', 'a', 'chime', 'from', 'the', 'front', 'door', 'echoed', 'through', 'the', 'office', ',', 'and', 'I', 'looked', 'at', 'my', 'partner', 'and', 'said', '""', 'I', 'thought', 'you', 'rang', 'the', 'bell', '""', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
I thought you rang the bell.	[]	"In the final moments of the intense negotiation, our competitor conceded on a major point right as the hourly wall clock chimed, prompting me to glance at my team leader and murmur ""I thought you rang the bell""."	3	"['In', 'the', 'final', 'moments', 'of', 'the', 'intense', 'negotiation', ',', 'our', 'competitor', 'conceded', 'on', 'a', 'major', 'point', 'right', 'as', 'the', 'hourly', 'wall', 'clock', 'chimed', ',', 'prompting', 'me', 'to', 'glance', 'at', 'my', 'team', 'leader', 'and', 'murmur', '""', 'I', 'thought', 'you', 'rang', 'the', 'bell', '""', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['rang the bell']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
I thought you rang the bell.	[]	My colleague had just finished a grueling presentation to the board, a task everyone saw as the ultimate test, and when she returned to her desk looking exhausted, I noticed the notification chime on her phone, so I grinned and said that I thought you rang the bell.	4	['My', 'colleague', 'had', 'just', 'finished', 'a', 'grueling', 'presentation', 'to', 'the', 'board', ',', 'a', 'task', 'everyone', 'saw', 'as', 'the', 'ultimate', 'test', ',', 'and', 'when', 'she', 'returned', 'to', 'her', 'desk', 'looking', 'exhausted', ',', 'I', 'noticed', 'the', 'notification', 'chime', 'on', 'her', 'phone', ',', 'so', 'I', 'grinned', 'and', 'said', 'that', 'I', 'thought', 'you', 'rang', 'the', 'bell', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
I thought you rang the bell.	[]	At the quarterly sales meeting, the manager projected the final numbers which massively exceeded our target, and just as his computer played a loud notification sound, I leaned over to the top salesperson and whispered that I thought you rang the bell.	5	['At', 'the', 'quarterly', 'sales', 'meeting', ',', 'the', 'manager', 'projected', 'the', 'final', 'numbers', 'which', 'massively', 'exceeded', 'our', 'target', ',', 'and', 'just', 'as', 'his', 'computer', 'played', 'a', 'loud', 'notification', 'sound', ',', 'I', 'leaned', 'over', 'to', 'the', 'top', 'salesperson', 'and', 'whispered', 'that', 'I', 'thought', 'you', 'rang', 'the', 'bell', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['rang the bell']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O']
The patient rang the bell 20 minutes ago.	[]	In the oncology ward, nurses were still cleaning up confetti from the celebratory end-of-treatment ceremony, looking with growing concern at the unresponsive monitor because the patient rang the bell 20 minutes ago.	1	['In', 'the', 'oncology', 'ward', ',', 'nurses', 'were', 'still', 'cleaning', 'up', 'confetti', 'from', 'the', 'celebratory', 'end', '-', 'of', '-', 'treatment', 'ceremony', ',', 'looking', 'with', 'growing', 'concern', 'at', 'the', 'unresponsive', 'monitor', 'because', 'the', 'patient', 'rang', 'the', 'bell', '20', 'minutes', 'ago', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['rang the bell']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']
The patient rang the bell 20 minutes ago.	[]	While the former stockbroker managed his portfolio from his hospital bed, his family celebrated a massive market win timed perfectly with the exchange's closing, completely missing the fact that the patient rang the bell 20 minutes ago.	2	"['While', 'the', 'former', 'stockbroker', 'managed', 'his', 'portfolio', 'from', 'his', 'hospital', 'bed', ',', 'his', 'family', 'celebrated', 'a', 'massive', 'market', 'win', 'timed', 'perfectly', 'with', 'the', 'exchange', ""'"", 's', 'closing', ',', 'completely', 'missing', 'the', 'fact', 'that', 'the', 'patient', 'rang', 'the', 'bell', '20', 'minutes', 'ago', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	english	['rang the bell']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O']
